property_name,link,society,price,areaWithType,address,floorNumAllowed,noOfOpenSides,possession,nearbyLocations,description,features,rating,property_id
Residential land / Plot in Sector 51 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-51-gurgaon-502-sq-yard-spid-S69122948,,11.8 Crore,(420 sq.m.) Plot Area,"Sector 51 Gurgaon, Gurgaon, Haryana",,1,,"['Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Axis bank ATM', 'State bank of india ATM', 'Meher Clinic', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Sukhmani Hospital Pvt. Ltd', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dispencery', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Anand Hospital Gurgaon', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank and atm', '222', 'Madison and Pike', 'Haldiram', 'Raj Restaurant', 'India', 'Gurugram University', 'Amity Global School', 'Kamla International', 'Delhi Public School Primary Section', 'Manav Rachna School', 'St. Angels Sr', 'St. Angels Jr', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']","Main road plot, sector 51, north facing","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",S69122948
Residential land / Plot in C Block Sushant Lok Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sushant-lok-phase-1-gurgaon-60-sq-yard-spid-L69005400,,1.2 Crore,(50 sq.m.) Plot Area,"C Block Sushant Lok Phase 1, Gurgaon, Haryana",,2,,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","In gurgaon highest rental income freehold new properties with best roi {return on investment}.These are 60/100 and 160 sq yards 5 stories buildings located in sushant lok-1 gurgaon.60 sq yard building monthly rental comes to 1.25lac, where the newly building cost comes to 1.80 to 2cr.Owners themself dont have to maintain the buildings, we do caretaking of these buildings with minimum charges of 5000/- Per month with complete team of staff such as customer care, carpenter, electrician, plumber etc.
For more details please call us.",[['Maintenance Staff']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",L69005400
Residential land / Plot in Sector 83 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-vatika-india-next-plots-sector-83-gurgaon-300-sq-yard-spid-B69467062,Vatika India Next Plots3.6 ★,3.3 Crore,(251 sq.m.) Plot Area,"Sector 83 Gurgaon, Gurgaon, Haryana",,1,,"['INXT High Street', 'Delhi Ajmer Expressway', 'iGrow Montessori', ""St. Xavier's High School"", 'Genesis Hospital', 'Miracles Apollo Cradle Hospital', 'Aarvy Healthcare Hospital', 'Vardaan Hospital', 'Prakash Hospital', 'ICICI Bank', 'Hyatt Regency', 'Cricket Academy', 'Urusvati Museum Of Folklore', 'Nakhrola Stadium', 'Aravali Adventure Hill']","The plots enjoy all the necessary infrastructural support like power, water, and sewage
All the necessary infrastructural support like power, water, and sewage
Facilities like schools and healthcare within the township
Located near to delhi jaipur expressway
Well connected to nh.8
10 mins drive to dwarka expressway","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']]",B69467062
Residential land / Plot in Sector 52 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-52-gurgaon-100-sq-yard-spid-N68291314,,1.65 Crore,(84 sq.m.) Plot Area,"Sector 52 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Radhakrishna Shani Mandir', 'Hanuman Mandir', 'Sanatan Dharm Mandir', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'State bank ATM', 'Icici bank ATM', 'Anand Hospital Gurgaon', 'Arihant Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Paras Hospital Gurgaon', 'Gupta', 'HUDA Office Complex', 'Pernod Ricard Charitable Dispensary', 'Medisca', 'Heera Fuel Station', 'HCG CNG Station', 'Bharat petroleum', '222', 'Hdfc bank and atm', 'Hdfc bank & atm', 'Axis bank', 'Kotak mahindra bank', 'Indusind bank', 'Pizza Hut', 'Cafe Tonini', 'Wat-a-Burger', 'Clock tower', 'Burger Singh', 'Sagar Ratna', ""Carl's Jr."", 'Starbucks', 'Bikanerwala', 'Shophouse by Kylin', 'St. Angels Sr', 'Amity Global School', 'IILM', 'School of Inspired Leadership SOIL', 'Gurugram University', 'Stones2milestones', 'St. Angels Jr', 'Iilm University']","North east facing, 12 mtr road. Best for rental income. For more details contact","[['Maintenance Staff', 'Water Storage']]","[['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",N68291314
Residential land / Plot in DLF Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-dlf-city-plots-dlf-city-phase-1-gurgaon-1000-sq-yard-spid-W68150926,DLF City Plots,,(836 sq.m.) Plot Area,"Arjun Marg, DLF Phase 1, Gurgaon, Haryana",,2,,"['Phase 2 Metro Station', 'Grand Mall', 'Jacaranda Marg', 'NH 148A', 'Lancers International School', 'The NorthCap University', 'RBS HOSPITAL', 'Indira Gandhi Intl Airport']",This property is gurgaon best location in dlf phase-1 near by metro mall and hospitals many more celebrity's lives in this location if any quary please call,"[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",W68150926
Residential land / Plot in Sector 42 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-42-gurgaon-161-sq-yard-r1-spid-G65505128,,3.47 Crore,(135 sq.m.) Plot Area,"011, Sector 42 Gurgaon, Gurgaon, Haryana",,1,,"['Sector 42-43 metro station', 'Sector 53-54 metro station', 'New Life Church', 'Hanuman Mandir', 'Icici bank ATM', 'Rbs ATM', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'Hdfc ATM', 'The Dental Lounge', 'Marwah Clinic', 'Paras Hospital Gurgaon', 'Arihant Hospital', 'Gupta', 'Sikka Maternity And Surgical Center', 'Guardian Pharmacy', 'Chikitsa', 'Apollo Pharmacy', 'HCG CNG Station', 'Hdfc bank & atm', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', 'Starbucks', 'Shophouse by Kylin', ""Carl's Jr."", 'Clock tower', 'Sagar Ratna', 'Cafe Tonini', 'Naivedyam Restaurant', 'Burger Singh', 'Bikanerwala', 'Wat-a-Burger', 'Food Court', 'Nowhere Brewpub and cafe', 'The Chicken Boat', 'Fat', 'Iilm University', 'IILM', 'Suncity School']",All sizes plot available in sec-27/28/42/43 golf course road. Get the best deal available now in huda/dlf. For more details and options contact us.,"[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]",[''],G65505128
Residential land / Plot in Sector 99A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-99-a-gurgaon-110-sq-yard-spid-H69274184,,1.21 Crore,(92 sq.m.) Plot Area,"Sector 99A Gurgaon, Gurgaon, Haryana",,2,,,Bst green bhoomi has an excellent combination of comfort and convenience to suit every requirement as well as need,[['Feng Shui / Vaastu Compliant']],"[['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity3 out of 5', 'Safety3 out of 5']]",H69274184
Residential land / Plot in Sector 78 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-78-gurgaon-100-sq-yard-spid-P69252306,,1.25 Crore,(84 sq.m.) Plot Area,"Sector 78 Gurgaon, Gurgaon, Haryana",,2,,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Petrol Pump Indian Oil', 'Rao Dhaba', ""McDonald's"", ""McDonald's""]","Well established network of schools, hospitals, shopping malls, retail market and five star hotels",[['Feng Shui / Vaastu Compliant']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",P69252306
Residential land / Plot in New Colony,https://www.99acres.com/residential-land-plot-for-sale-in-new-colony-gurgaon-200-sq-yard-spid-K69869616,,2.2 Crore,(167 sq.m.) Plot Area,"New Colony, Gurgaon, Haryana",,1,Immediate,"['Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Taneja Hospital', 'Dr. Madan Clinic', 'Pearl Dental Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Ravi Clinic and Health Care Centre', 'Aryan Hospital', 'Bindal Clinic', 'M.S Hospital', 'My Care Clinic', 'D.R. Rajnis Gupta Clinic', 'Satyam Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Dr. Ashok Jain', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Shiv Mahima Patient Care Bureau', 'Shri Gobind Hospital', 'Gurgaon Eye Centre', 'Dr. Ajay S. Gupta Clinic', 'Lal Superspeciality Hospital', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Kharbanda Maternity and Nursing Home', 'Gupta Hospital Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lalit Dental Care', 'Lall Nursing and Maternity Home', 'Tirath Ram Hospitals Pvt Ltd', 'Ankur Clinic and Maternity Home', 'M Goel Hospital', 'Shubham Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Sethi Hospital Gurgaon', 'Nova Care Clinic', 'Dental Health Centre', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Pasricha Hospital and Maternity Home', 'Sharma Hospital Gurgaon', 'State bank of india', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","200 square yards plot in new colony a gated locality just close to park, in best location of new colony. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share our 20 years experience with you.",[['Feng Shui / Vaastu Compliant']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",K69869616
Residential land / Plot in Sector 10A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-10-a-gurgaon-342-sq-yard-spid-W69749456,,4.12 Crore,(286 sq.m.) Plot Area,"Sector 10A Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Rajiv Chowk Mosque', 'Gautam Hospital', 'Sai Dental Clinic', 'Harshila Dental Clinic', 'Clove Dental', 'Sunrise Hospital Gurgaon', 'Nutan Dental Hospital', 'Yadav Hospital Gurgoan', 'Shri Ram Dental Clinic', 'Dental Xpert Dental Clinic', 'Bhanu Dental Care', 'The Muskan Dental Clinic', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Parmar Dental Clinic & Lab', 'Ayushman Hospital And Trauma Centre', 'Rachna Dental Clinic', 'Vaishnavi Nursing Home', 'Mangalam Hospital and Heart Centre Gurgaon', 'Ankur Clinic and Maternity Home', 'Rajendra Hospital', 'Navjeevan Hospital and Maternity Centre', 'Kathuria Hospital', 'Kamla Hospital Gurgaon', 'Parashar Hospital', 'Shiv Mahima Patient Care Bureau', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Vinayak Hospital Gurgaon', 'Smile Plus Dental Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Shubham Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Airforce Hospital', 'Rama Hospital & Nursing Home', 'Satyam Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Shri Multispeciality Hospital', 'Thakral Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Boxer Fuel Point', 'IBP Petrol Station', 'Indian Oil', 'Kendriya Vidyalaya No.2 Sohna Road']","342 square yards plot in gated locality just close to park, in best location of sector 10a. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share our 20 years experience with you.",[''],"[['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",W69749456
Residential land / Plot in Sector 10 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-10-gurgaon-263-sq-yard-spid-A69749154,,3.25 Crore,(220 sq.m.) Plot Area,"Sector 10 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Ankur Clinic and Maternity Home', 'Mangalam Hospital and Heart Centre Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Shri Multispeciality Hospital', 'Bhanu Dental Care', 'Shiv Mahima Patient Care Bureau', 'Yadav Hospital Gurgoan', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Nutan Dental Hospital', 'Kamla Hospital Gurgaon', 'Esic Hospital Gurugram', 'Rachna Dental Clinic', 'Sai Dental Clinic', 'Parmar Dental Clinic & Lab', 'Gautam Hospital', 'Shri Ram Dental Clinic', 'Dr. Madan Clinic', 'Harshila Dental Clinic', 'Sunrise Hospital Gurgaon', 'Clove Dental', 'Dev Man Kathuria Clinic', 'Satyam Hospital Gurgaon', 'Taneja Hospital', 'Dental Xpert Dental Clinic', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Kathuria Hospital', 'Tirath Ram Hospitals Pvt Ltd', 'Parashar Hospital', 'The Muskan Dental Clinic', 'Sethi Hospital Gurgaon', 'Pearl Dental Clinic', 'Shubham Hospital Gurgaon', 'Swastik Maternity and Medical Centre', 'Vinayak Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Chiranjiv Hospital', 'Dr. Ashok Jain', 'Rajendra Hospital', 'Pasricha Hospital and Maternity Home', 'Rama Hospital & Nursing Home', 'Shree Krishna Hospital Gurgaon', 'Ayushman Hospital And Trauma Centre', 'Geeta Nursing Home Gurgaon', 'Vaishnavi Nursing Home', 'My Care Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Boxer Fuel Point', 'State bank of india']","160/250/500 square yards plots/houses/builder floors in sector 4,5,7,9,9a,10,10a. All options are available at reasonable prices.
Contact us and give us an opportunity to serve you and share our 20 years experience with you.",[''],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",A69749154
Residential land / Plot in Sector 5 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-5-gurgaon-167-sq-yard-r4-spid-V65049628,,2.25 Crore,(140 sq.m.) Plot Area,"Sector 5 Gurgaon, Gurgaon, Haryana",,1,,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Dr. Sindhu Clinic', 'Sarvodya Hospital', 'Yashroop Medical Centre', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Dr. Mittal Clinic', 'Jiya Clinic', 'Gurgaon Eye Centre', 'Prateek Nursing Home And Polyclinic', 'GH Gurgaon', 'Kr Dental Hub', 'Dr. Agya Ram Sharma Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Ashok Jain', 'Bhatnagar Maternity and Nursing Home', 'Pearl Dental Clinic', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Hitesh Dawar', 'Kidney Clinic', 'Bhardwaj Hospital', 'Jackson Hospital', 'Taneja Hospital', 'Shree Krishna Hospital Gurgaon', 'Lalit Dental Care', 'M Goel Hospital', 'Dr. Tomar Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Kharbanda Maternity and Nursing Home', 'R K Hospital Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","167 square yards plot north east facing in a gated locality just close to park, in the best location of sector 5. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share our 20 years experience with you.",[''],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",V65049628
Residential land / Plot in New Colony,https://www.99acres.com/residential-land-plot-for-sale-in-new-colony-gurgaon-75-sq-yard-r1-spid-A68475888,,1.1 Crore,(63 sq.m.) Plot Area,"New Colony, Gurgaon, Haryana",3 Floors,1,Immediate,"['Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Taneja Hospital', 'Dr. Madan Clinic', 'Pearl Dental Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Ravi Clinic and Health Care Centre', 'Aryan Hospital', 'Bindal Clinic', 'M.S Hospital', 'My Care Clinic', 'D.R. Rajnis Gupta Clinic', 'Satyam Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Dr. Ashok Jain', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Shiv Mahima Patient Care Bureau', 'Shri Gobind Hospital', 'Gurgaon Eye Centre', 'Dr. Ajay S. Gupta Clinic', 'Lal Superspeciality Hospital', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Kharbanda Maternity and Nursing Home', 'Gupta Hospital Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lalit Dental Care', 'Lall Nursing and Maternity Home', 'Tirath Ram Hospitals Pvt Ltd', 'Ankur Clinic and Maternity Home', 'M Goel Hospital', 'Shubham Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Sethi Hospital Gurgaon', 'Nova Care Clinic', 'Dental Health Centre', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Pasricha Hospital and Maternity Home', 'Sharma Hospital Gurgaon', 'State bank of india', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","75 square yards plot in new colony just close to market, gated locality, north facing plot
14.5 ft front - Available at reasonable price.
Contact us and give us an opportunity to serve you and share our 20 years experience with you.",[''],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",A68475888
